title,info,location,totalprice,unitprice 
滨江万家花城自住装修  满五唯一 不临街的中间套,"万家花城二期 , | 3室2厅 | 88.52平米 | 南 | 精装 | 有电梯","低楼层(共17层)2009年建板楼  -  ,申花","420,万",单价47447元/平米
卖小本部 楼层中间楼层 业主诚心出售,"左家新村 , | 2室1厅 | 51.65平米 | 南 北 | 简装 | 无电梯","中楼层(共6层)1995年建板楼  -  ,湖墅","240,万",单价46467元/平米
祖庙巷47-51号 2室2厅 465万,"祖庙巷47-51号 , | 2室2厅 | 73.87平米 | 南 | 精装 | 无电梯","高楼层(共6层)2000年建板楼  -  ,湖滨","465,万",单价62949元/平米
地铁口，东边套，采光充足，环境优美，三房哦~,"野风海天城 , | 3室2厅 | 113.37平米 | 南 | 毛坯 | 有电梯","中楼层(共22层)2008年建塔楼  -  ,沿江北","305,万",单价26904元/平米
精装优质房源  三房 满五唯一 不容错过,"亚洲城花园 , | 3室1厅 | 82.46平米 | 南 | 精装 | 无电梯","低楼层(共6层)1996年建塔楼  -  ,古荡","340,万",单价41233元/平米
四季风景苑新上纯边套，精装修大两房给您温馨舒适的家,"四季风景苑 , | 2室1厅 | 86.08平米 | 南 | 精装 | 有电梯","高楼层(共21层)2009年建板楼  -  ,高教园区西","280,万",单价32528元/平米
87方精装大两房南北大露台家具家电全配看房方便,"万科魅力之城 , | 2室2厅 | 87.16平米 | 南 北 | 精装 | 有电梯","低楼层(共11层)2009年建板楼  -  ,九堡","300,万",单价34420元/平米
十多万装修，西边套，南北阳台，采光好，房东诚心出售,"爵士风情花园 , | 3室2厅 | 120平米 | 南 | 简装 | 无电梯","低楼层(共6层)2008年建板楼  -  ,闲林","249,万",单价20750元/平米
新上左邻右舍大两房 九鼎品牌精装 九成新 无个税,"左邻右舍 , | 2室2厅 | 89.59平米 | 南 北 | 精装 | 有电梯","中楼层(共11层)2009年建板楼  -  ,九堡","333,万",单价37170元/平米
自住装修，房东诚心出售，满五唯一，送车库储藏室。,"南湖明筑花苑 , | 3室2厅 | 128.16平米 | 南 | 精装","中楼层(共6层)2008年建板楼  -  ,未来科技城","290,万",单价22628元/平米
店长推荐 沿运河 景观好 总价低,"稻香园北区 , | 2室1厅 | 71.99平米 | 南 北 | 简装 | 无电梯","中楼层(共7层)1995年建板楼  -  ,湖墅","280,万",单价38895元/平米
和睦再现满五唯一，精装好房，诚心出售。,"和睦新村 , | 2室1厅 | 60.95平米 | 南 北 | 精装","高楼层(共5层)1989年建板楼  -  ,和睦","227,万",单价37244元/平米
华苑公寓经典小户型，可改三房，楼层佳，采光好,"华苑公寓 , | 2室1厅 | 77.62平米 | 南 | 简装 | 无电梯","中楼层(共6层)2000年建板楼  -  ,文一西路","450,万",单价57975元/平米
满五唯一位置好，loft买一层送一层,"水印康庭 , | 2室2厅 | 62.55平米 | 南 | 精装 | 有电梯","低楼层(共12层)2006年建板楼  -  ,三塘","356,万",单价56915元/平米
艮园小区 南北通透 采光充足 一梯两户 自住装修,"艮园社区 , | 3室1厅 | 68.6平米 | 南 北 | 简装 | 无电梯","高楼层(共7层)1992年建板楼  -  ,建国北路","305,万",单价44461元/平米
朝晖四区，电梯房，1995年房龄，东边套,"朝晖四区 , | 2室2厅 | 78.81平米 | 东 | 简装 | 有电梯","高楼层(共9层)1989年建板楼  -  ,朝晖","300,万",单价38067元/平米
地铁闸弄口边200米，绿城物业，景观正对花园,"沁园雅舍 , | 3室2厅 | 131.77平米 | 南 | 简装 | 有电梯","低楼层(共15层)2006年建塔楼  -  ,三里亭","550,万",单价41740元/平米
兰韵天城 精装大户 环境优美 拎包入住,"兰韵天城 , | 4室2厅 | 158.97平米 | 南 北 | 精装 | 有电梯","中楼层(共11层)2000年建板楼  -  ,三墩","538,万",单价33843元/平米
低总价 南北通透 翠苑文华 小两房 装修可直接入住,"天河西苑 , | 3室2厅 | 78.57平米 | 南 | 简装 | 无电梯","中楼层(共6层)1997年建板楼  -  ,文一西路","335,万",单价42638元/平米
商城花园 独栋别墅 小区环境安静优美,"商城花园 , | 6室2厅 | 239.95平米 | 东 南 西 北 | 精装","低楼层(共2层)2002年建暂无数据  -  ,萧山市区","1500,万",单价62514元/平米
施家花园 精装修 两房朝南 房东诚售,"施家花园 , | 2室1厅 | 49.48平米 | 南 | 精装 | 无电梯","高楼层(共7层)1997年建板楼  -  ,流水苑","237,万",单价47899元/平米
北景园精装跃层 可直接拎包入住 看房方便,"北景园菊香苑 , | 4室2厅 | 127.85平米 | 南 北 | 精装 | 无电梯","高楼层(共6层)2006年建板楼  -  ,石桥","390,万",单价30505元/平米
豆腐巷小两房   房龄新  楼层适中,"豆腐巷 , | 2室1厅 | 45.17平米 | 南 北 | 简装 | 无电梯","中楼层(共7层)1988年建板楼  -  ,众安桥","250,万",单价55347元/平米
此房精装修100多万，彩虹城的江景房，可直接拎包入住,"彩虹城 , | 4室2厅 | 159.13平米 | 南 | 精装 | 有电梯","中楼层(共30层)2007年建板楼  -  ,彩虹城","800,万",单价50274元/平米
钱江新城板块地段好，生活方便采荷3小江锦小区,"和谐嘉园南苑 , | 3室1厅 | 112.08平米 | 南 | 精装 | 有电梯","低楼层(共22层)2009年建板楼  -  ,采荷","565,万",单价50411元/平米
亲亲家园三期 大四房 跃层  方便看,"亲亲家园三期 , | 4室2厅 | 179.07平米 | 南 | 精装 | 无电梯","高楼层(共7层)2006年建板楼  -  ,三墩","550,万",单价30715元/平米
塘河新村 2室1厅 245万,"塘河新村 , | 2室1厅 | 66.97平米 | 南 北 | 精装 | 无电梯","中楼层(共7层)1995年建板楼  -  ,信义坊","245,万",单价36584元/平米
此房满五年 三开间朝南 楼层好 采光好 户型方正,"沁雅花园 , | 2室1厅 | 63.3平米 | 南 | 精装 | 无电梯","中楼层(共6层)1998年建板楼  -  ,文三西路","285,万",单价45024元/平米
蔚蓝公寓 地段好 房龄新 绿城物业 中间楼层 看房方便,"蔚蓝公寓 , | 2室1厅 | 86.22平米 | 南 | 精装 | 有电梯","高楼层(共15层)2010年建塔楼  -  ,景芳","530,万",单价61471元/平米
精装修三居室，户型方正，采光充足，小区各项配套成熟,"留下街13号 , | 3室2厅 | 80.2平米 | 南 | 简装","低楼层(共6层)暂无数据  -  ,西溪","249,万",单价31048元/平米
东边套采光充足，视野开阔 小区中间位置，,"岸上蓝山 , | 3室2厅 | 139.63平米 | 南 | 简装 | 无电梯","中楼层(共6层)2013年建板楼  -  ,闲林","310,万",单价22202元/平米
装修好 带露台 小区环境好 上学近 使用面积多,"山河花园 , | 3室3厅 | 130.07平米 | 南 北 | 简装 | 无电梯","高楼层(共6层)2001年建板楼  -  ,萧山市区","377,万",单价28985元/平米
青春坊 青蓝 电梯房 绿城精装修,"青春坊 , | 2室2厅 | 84.2平米 | 南 西 | 精装 | 有电梯","高楼层(共18层)1998年建板楼  -  ,长庆","410,万",单价48694元/平米
风雅乐府 4室2厅 436万,"风雅乐府 , | 4室2厅 | 109平米 | 南 | 精装 | 有电梯","高楼层(共31层)2012年建板楼  -  ,万达广场","436,万",单价40000元/平米
泊林印象精装修好房 拎包入住 改善好房,"泊林印象 , | 3室2厅 | 162.72平米 | 南 北 | 精装 | 有电梯","高楼层(共17层)2013年建板楼  -  ,九堡","660,万",单价40561元/平米
闲林山水木兰苑 4室2厅 340万,"闲林山水木兰苑 , | 4室2厅 | 143.93平米 | 南 | 其他 | 无电梯","低楼层(共5层)2006年建板楼  -  ,闲林","340,万",单价23623元/平米
绿城桃源小镇  世外桃源 精装修 满二,"绿城桃源小镇 , | 4室2厅 | 136平米 | 南 | 其他 | 有电梯","中楼层(共33层)2014年建板楼  -  ,小和山","280,万",单价20589元/平米
精装自住东边套，房东诚心出售，,"华盛星洲翠谷 , | 2室2厅 | 84.26平米 | 南 | 其他 | 无电梯","高楼层(共6层)2009年建板楼  -  ,小和山","207,万",单价24567元/平米
两房拎包入住 高楼层  采光视野好 业主置换诚心出售！,"红苹果家园 , | 2室2厅 | 95.75平米 | 南 北 | 精装 | 有电梯","高楼层(共18层)2009年建板楼  -  ,九堡","310,万",单价32376元/平米
芳满庭 3室2厅 435万,"芳满庭 , | 3室2厅 | 89.25平米 | 南 | 精装 | 有电梯","低楼层(共22层)2008年建板楼  -  ,申花","435,万",单价48740元/平米
南北通透 顶楼大跃层 采光无遮挡 视线开阔 交通方便,"浪琴翠园 , | 4室4厅 | 209.7平米 | 南 | 简装 | 有电梯","高楼层(共12层)2003年建板楼  -  ,信义坊","798,万",单价38055元/平米
绿城桃源小镇 2室2厅 210万,"绿城桃源小镇 , | 2室2厅 | 85.61平米 | 南 | 其他 | 有电梯","高楼层(共11层)2008年建板楼  -  ,小和山","210,万",单价24530元/平米
春丰苑 中间楼层 两房朝南 户型正气 客厅带窗红会医院,"春丰苑 , | 3室2厅 | 100.37平米 | 南 | 简装 | 无电梯","中楼层(共7层)1999年建板楼  -  ,建国北路","460,万",单价45831元/平米
云溪香山北区 精装修 大四房送车位 诚心出售,"云溪香山 , | 4室2厅 | 163.67平米 | 南 | 其他 | 有电梯","高楼层(共18层)2008年建板楼  -  ,转塘","550,万",单价33605元/平米
施家花园，东边套，自住清爽装修，房东诚售,"施家花园 , | 4室2厅 | 132.37平米 | 东 南 北 | 简装 | 无电梯","高楼层(共7层)1996年建板楼  -  ,流水苑","596,万",单价45026元/平米
观澜云邸东边套大三房 270°江景 精装修 满两年税费少,"观澜时代云邸苑 , | 3室2厅 | 155.24平米 | 南 | 精装 | 有电梯","低楼层(共43层)2010年建板楼  -  ,沿江南","400,万",单价25767元/平米
思敬里  420万  81㎡  长寿桥安吉路 地铁200米 带院子,"思敬里 , | 3室1厅 | 80.31平米 | 南 | 简装 | 无电梯","低楼层(共7层)1995年建板楼  -  ,武林","410,万",单价51053元/平米
南都德迦西区 顶跃，采光很好，南北通透，装修清爽,"南都德迦西区 , | 2室2厅 | 105.88平米 | 南 北 | 简装 | 无电梯","高楼层(共5层)1999年建板楼  -  ,文三西路","455,万",单价42974元/平米
东海闲湖城 3室2厅 246万,"东海闲湖城 , | 3室2厅 | 89.42平米 | 南 | 精装 | 有电梯","低楼层(共27层)2015年建板楼  -  ,闲林","246,万",单价27511元/平米
白鹭郡南两层精装小洋房，从此享受美好品质生活,"良渚文化村白鹭郡南 , | 3室2厅 | 89.88平米 | 南 | 精装 | 无电梯","中楼层(共5层)2010年建板楼  -  ,良渚","400,万",单价44504元/平米
两房朝南，一房朝北，环境好，小区中间位置，小三房,"翠苑四区 , | 3室1厅 | 70.68平米 | 南 北 | 简装 | 无电梯","高楼层(共6层)1993年建板楼  -  ,翠苑","285,万",单价40323元/平米
风景蝶院观园 精装修 视野采光无遮挡,"保亿风景蝶院观园 , | 2室2厅 | 88.67平米 | 南 | 精装 | 有电梯","中楼层(共25层)2010年建板楼  -  ,白马湖","320,万",单价36089元/平米
地段繁华 交通便利 王马社区 文明社区,"遥祥寺巷 , | 2室1厅 | 38.96平米 | 南 | 精装 | 无电梯","高楼层(共7层)1993年建板楼  -  ,长庆","218,万",单价55955元/平米
莫干山路旁 文一街十三中 西边套,"莫干山路515号 , | 1室1厅 | 51.7平米 | 南 北 | 精装 | 无电梯","低楼层(共7层)1995年建板楼  -  ,文教","306,万",单价59188元/平米
大家武林府，次新小区，地铁口的品质小区,"大家武林府 , | 2室1厅 | 93平米 | 西 西北 | 精装 | 有电梯","高楼层(共21层)2013年建板塔结合  -  ,朝晖","650,万",单价69893元/平米
三塘汶园两房，一房南一房北。全明户型,"三塘汶园 , | 2室1厅 | 66.9平米 | 南 北 | 简装 | 无电梯","高楼层(共7层)2000年建板楼  -  ,三塘","258,万",单价38566元/平米
朝晖九区 业主自住装修 户型正气 一楼带院子 楼间距宽,"朝晖九区 , | 2室1厅 | 63平米 | 南 北 | 简装 | 无电梯","低楼层(共6层)1988年建板楼  -  ,朝晖","240,万",单价38096元/平米
湖畔花园顶楼跃层，利用空间大，东边是小区花园。,"湖畔花园吐翠苑 , | 5室2厅 | 195.43平米 | 南 | 其他 | 无电梯","高楼层(共5层)2000年建板楼  -  ,文一西路","695,万",单价35563元/平米
朝南户型 层高4.78米 精装修 随时可交易,"中赢康康谷 , | 2室2厅 | 53.84平米 | 西 | 精装","中楼层(共18层)2017年建板楼  -  ,滨江区政府","216,万",单价40119元/平米
太平家园 户型好  配套完善 房东诚售,"太平家园 , | 4室2厅 | 137.53平米 | 南 | 毛坯","高楼层(共6层)2012年建板楼  -  ,星桥","240,万",单价17451元/平米
大关西六  三房南北通透 免增值税,"大关西六苑 , | 3室1厅 | 77.69平米 | 南 | 简装 | 无电梯","高楼层(共6层)1996年建板楼  -  ,大关","280,万",单价36041元/平米
宋都晨光国际 地铁口纯东边套  满两年 采光好,"宋都晨光国际 , | 3室2厅 | 135.56平米 | 南 | 简装 | 有电梯","低楼层(共32层)2013年建板塔结合  -  ,沿江南","365,万",单价26926元/平米
满五精装修 拎包入住 朝向小区 安静 楼层高 视野好,"东海水景城 , | 6室2厅 | 237.96平米 | 南 | 精装 | 有电梯","中楼层(共19层)2010年建板楼  -  ,临平","750,万",单价31518元/平米
探梅里 精装 两房朝南 带电梯 家具家电齐全 拎包入住,"良渚文化村探梅里B , | 2室2厅 | 84.77平米 | 南 | 精装 | 有电梯","中楼层(共6层)2013年建板楼  -  ,良渚","255,万",单价30082元/平米
十亩田新上好房 自住装修！中间楼层！舒适两房,"十亩田家园 , | 2室1厅 | 63.43平米 | 南 北 | 简装 | 无电梯","中楼层(共6层)2006年建板楼  -  ,复兴","273,万",单价43040元/平米
留园精装修两房中间套采光无遮挡好房出售,"风景蝶院留园 , | 2室2厅 | 87.8平米 | 南 北 | 精装 | 有电梯","低楼层(共20层)2011年建板楼  -  ,白马湖","345,万",单价39294元/平米
精装修3房南北通透诚心出售，随时签约。,"保利东湾 , | 3室2厅 | 104平米 | 西南 北 | 精装 | 有电梯","低楼层(共34层)2010年建板楼  -  ,沿江南","290,万",单价27885元/平米
朝南正气三房两卫 精装30万拎包住 3阳台 一线江景。,"伊萨卡国际城浩泽园 , | 3室2厅 | 118平米 | 南 | 精装 | 有电梯","中楼层(共34层)2008年建板楼  -  ,沿江北","350,万",单价29662元/平米
中海紫藤苑 西湖区12年低密度小区 居住舒适 交通方便,"中海紫藤苑 , | 4室2厅 | 139平米 | 南 北 | 精装 | 有电梯","低楼层(共11层)2011年建板楼  -  ,三墩","540,万",单价38849元/平米
绿城蓝庭东，满两年，精装修，环境优美，品质小区,"绿城蓝庭东区 , | 5室2厅 | 207平米 | 南 | 精装 | 有电梯","中楼层(共11层)2013年建板楼  -  ,临平","550,万",单价26571元/平米
寰宇大三房，有钥匙！可以随时看房！,"寰宇天下 , | 3室2厅 | 181.31平米 | 南 北 | 毛坯 | 有电梯","高楼层(共30层)2014年建板楼  -  ,滨江区政府","960,万",单价52948元/平米
主卧赏江 专业定制 复古醇香 格调生活 改善一线牵,"多蓝水岸听涛苑 , | 4室2厅 | 196平米 | 南 | 精装 | 无电梯","高楼层(共6层)2007年建板楼  -  ,沿江北","450,万",单价22960元/平米
刚刚装好拎包入住，边套独享，人车分流,"阳光地带西区 , | 4室2厅 | 138平米 | 南 北 | 精装 | 无电梯","低楼层(共5层)2003年建板楼  -  ,文一西路","840,万",单价60870元/平米
新世纪花苑大复式，户型好，采光好。,"新世纪花苑 , | 3室2厅 | 145平米 | 南 北 | 简装 | 无电梯","高楼层(共6层)1998年建板楼  -  ,三墩","435,万",单价30000元/平米
此房税费少，高楼层，采光好视野开阔,"世茂江滨花园碧景湾 , | 3室2厅 | 124.63平米 | 南 | 精装 | 有电梯","高楼层(共29层)2009年建板楼  -  ,沿江南","360,万",单价28886元/平米
滨文苑 东边套 南北通透 户型方正,"滨文苑 , | 5室2厅 | 158平米 | 南 西南 | 毛坯 | 有电梯","高楼层(共18层)2006年建板楼  -  ,浦沿","480,万",单价30380元/平米
